Date	Time	Open	High	Low	Close	Volume
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12485070.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486554.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486554.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486723.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486723.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486723.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486892.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12486892.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487296.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487465.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487465.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12487821.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487990.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487990.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487990.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12487990.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12488787.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12488787.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12488787.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12488956.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12488956.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489125.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489125.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489125.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489315.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489315.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489484.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489484.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489730.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489730.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12489730.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12489899.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12489899.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12489899.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12490068.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12490068.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12490068.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12490250.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12490250.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12490250.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12490250.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5886	12490605.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490774.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490774.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490774.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490943.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490943.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490943.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12490943.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5888	12499152.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12499321.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12499321.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499356.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499356.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12499564.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12499564.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12499564.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499745.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499745.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499745.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499914.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12499914.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12500295.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12504668.8
